Wave/freq,Total,CO2,N2,CO,O2,SO2,H2O,O3,Volcanic,Rayleigh,CIA,wavelength,Total_normalized,peak_index,planet,N2O,CH4,Dust,WaterIce,H2,He,C2H6,C2H2,Ammonia,NH3,C2H4
9.578082295,0.585037,0.956319,0.999999,0.999999,0.999999,,0.954579,0.774082,,0.999998,0.776079,95780.82295,0.5891379895452243,592,earth,0.99998,0.99998,,,,,,,,,
10.11824622,0.697707,0.989231,0.999999,0.999999,0.999999,,0.993214,0.96798,,0.999998,0.731767,101182.4622,0.7025977831686369,603,earth,0.999999,0.999999,,,,,,,,,
10.37374462,0.682369,0.98178,0.999999,0.999999,0.999999,,0.978417,0.999838,,0.999998,0.70876,103737.4462,0.6871522669301005,608,earth,0.999939,0.999999,,,,,,,,,
10.68887314,0.655693,0.975726,0.999999,0.999999,0.999999,,0.995667,0.999999,,0.999998,0.674617,106888.7314,0.6602892736337646,614,earth,0.999932,0.999999,,,,,,,,,
10.90425929,0.625563,0.995574,0.999999,0.999999,0.999999,,0.96921,0.999999,,0.999998,0.647926,109042.5929,0.6299480685048623,618,earth,0.999922,0.999999,,,,,,,,,
11.06864236,0.61955,0.997572,0.999999,0.999999,0.999999,,0.984975,0.999999,,0.999999,0.630505,110686.4236,0.6238929186064194,621,earth,0.999973,0.999999,,,,,,,,,
11.34813945,0.552963,0.999505,0.999999,0.999999,0.999999,,0.917457,0.999999,,0.999999,0.602954,113481.3945,0.5568391573744838,626,earth,0.999998,0.999999,,,,,,,,,
11.51921407,0.559472,0.999782,0.999999,0.999999,0.999999,,0.954218,0.999999,,0.999999,0.586431,115192.1407,0.5633937841313382,629,earth,0.999999,0.999999,,,,,,,,,
11.81008866,0.52534,0.999103,0.999999,0.999999,0.999999,,0.941244,0.999948,,0.999999,0.558573,118100.8866,0.5290225258021085,634,earth,0.999999,0.999999,,,,,,,,,
11.98812722,0.518278,0.998517,0.999999,0.999999,0.999999,,0.95827,0.999863,,0.999999,0.541592,119881.2722,0.5219110226285171,637,earth,0.999999,0.999999,,,,,,,,,
12.16884974,0.511553,0.991999,0.999999,0.999999,0.999999,,0.985225,0.999544,,0.999999,0.52347,121688.49740000001,0.5151388817559028,640,earth,0.999999,0.999999,,,,,,,,,
12.35229667,0.411023,0.970976,0.999999,0.999999,0.999999,,0.825503,0.999048,,0.999999,0.503647,123522.96669999999,0.41390418704602744,643,earth,0.999999,0.999999,,,,,,,,,
12.66420764,0.40427,0.91173,0.999999,0.999999,0.999999,,0.935978,0.996375,,0.999999,0.467035,126642.0764,0.407103849899148,648,earth,0.999999,0.999999,,,,,,,,,
12.79116632,0.368573,0.961412,0.999999,0.999999,0.999999,,0.839412,0.99462,,0.999999,0.451566,127911.66320000001,0.3711566212404548,650,earth,0.999999,0.999999,,,,,,,,,
12.91939776,0.329674,0.928503,0.999999,0.999999,0.999999,,0.797815,0.992464,,0.999999,0.43581,129193.97760000001,0.3319849472175816,652,earth,0.999999,0.999999,,,,,,,,,
13.04891473,0.323499,0.840051,0.999999,0.999999,0.999999,,0.875442,0.988483,,0.999999,0.419806,130489.1473,0.32576666173231866,654,earth,0.999999,0.999999,,,,,,,,,
13.31185689,0.145159,0.444026,0.999999,0.999999,0.999999,,0.712019,0.978261,,0.999999,0.386935,133118.56889999998,0.14617653485915458,658,earth,0.999999,0.999999,,,,,,,,,
13.78481914,0.0498965,0.160123,0.999999,0.999999,0.999999,,0.93779,0.966671,,0.999999,0.325378,137848.1914,0.05024626424541232,665,earth,0.999954,0.999999,,,,,,,,,
1.461077598,0.501074,0.999706,0.999999,0.999999,0.999999,,0.99782,0.999999,,0.999957,0.999999,14610.775979999999,0.5307790495055799,215,mars,,,0.558266,0.899767,,,,,,,
1.590363251,0.494829,0.995084,0.999999,0.999866,0.999999,,0.999996,0.999999,,0.999969,0.999999,15903.632510000001,0.5241638286716065,232,mars,,,0.554656,0.896617,,,,,,,
1.696895643,0.494881,0.999814,0.999999,0.999999,0.999999,,0.999992,0.999999,,0.999976,0.999999,16968.95643,0.5242189113751079,245,mars,,,0.55282,0.895387,,,,,,,
1.990531758,0.469993,0.9436,0.999999,0.999999,0.999999,,0.999738,0.999999,,0.999987,0.999999,19905.31758,0.49785548205310187,277,mars,,,0.55368,0.899605,,,,,,,
2.040795179,0.439115,0.878757,0.999999,0.999999,0.999999,,0.999985,0.999999,,0.999988,0.999999,20407.95179,0.46514694900083153,282,mars,,,0.554584,0.901045,,,,,,,
2.645054537,0.545775,0.997416,0.999999,0.999999,0.999999,,0.981962,0.999999,,0.999995,0.999998,26450.54537,0.5781300481444015,334,mars,,,0.584052,0.951915,,,,,,,
2.725404706,0.25744,0.451792,0.999999,0.999999,0.999999,,0.97445,0.999999,,0.999996,0.999998,27254.04706,0.2727017536426086,340,mars,,,0.58886,0.968075,,,,,,,
2.92250906,0.568345,0.996119,0.999999,0.999999,0.999999,,0.996384,0.999999,,0.999996,0.999999,29225.0906,0.602038060029554,354,mars,,,0.600821,0.951945,,,,,,,
4.143622562,0.647315,0.992651,0.999999,0.999999,0.999999,,0.999999,0.999999,,0.999998,0.999999,41436.22562,0.6856896195585969,424,mars,,,0.697008,0.93558,,,,,,,
4.532828635,0.663985,0.970203,0.999999,0.973022,0.999999,,0.999973,0.999999,,0.999999,0.999999,45328.28635,0.7033478631618532,442,mars,,,0.733037,0.944792,,,,,,,
4.670524679,0.663975,0.985503,0.999999,0.942653,0.999999,,0.999823,0.999999,,0.999999,0.999999,46705.24679,0.7033372703342566,448,mars,,,0.745452,0.947054,,,,,,,
5.13476822,0.746205,0.988859,0.999999,0.999998,0.999999,,0.995776,0.999999,,0.999999,0.999999,51347.682199999996,0.7904420916597372,467,mars,,,0.786523,0.960159,,,,,,,
5.787704198,0.804314,0.999998,0.999999,0.999999,0.999999,,0.988031,0.999997,,0.999999,0.999998,57877.04198,0.8519959535398581,491,mars,,,0.839387,0.969825,,,,,,,
5.845725932,0.803397,0.999998,0.999999,0.999999,0.999999,,0.986336,0.999997,,0.999999,0.999998,58457.25932,0.8510245912492652,493,mars,,,0.840535,0.969059,,,,,,,
5.904329335,0.787573,0.999994,0.999999,0.999999,0.999999,,0.96726,0.999999,,0.999999,0.999997,59043.29335,0.8342625008606672,495,mars,,,0.840864,0.968328,,,,,,,
6.023304527,0.804829,0.999963,0.999999,0.999999,0.999999,,0.988307,0.999999,,0.999999,0.999997,60233.045269999995,0.8525414841610746,499,mars,,,0.84198,0.967198,,,,,,,
6.299837926,0.824954,0.999999,0.999999,0.999999,0.999999,,0.99767,0.999999,,0.999999,0.999994,62998.37926,0.8738595496988989,508,mars,,,0.855071,0.967035,,,,,,,
6.458916728,0.824655,0.999999,0.999999,0.999999,0.999999,,0.97958,0.999999,,0.999999,0.999985,64589.16728,0.8735428241537656,513,mars,,,0.86881,0.968975,,,,,,,
6.755449336,0.861998,0.999998,0.999999,0.999999,0.999999,,0.993951,0.999999,,0.999999,0.999901,67554.49336,0.9130996202471308,522,mars,,,0.892758,0.971515,,,,,,,
6.926032897,0.877061,0.999997,0.999999,0.999999,0.999999,,0.995361,0.999999,,0.999999,0.999696,69260.32897,0.92905559645564,527,mars,,,0.906149,0.972704,,,,,,,
7.690805831,0.944035,0.997471,0.999999,0.999999,0.999999,,0.999899,0.999999,,0.999999,0.998753,76908.05831,1.0,548,mars,,,0.968803,0.978193,,,,,,,
12.16884974,0.868456,0.993107,0.999999,0.999999,0.999999,,0.999999,0.999999,,0.999999,0.999999,121688.49740000001,0.9199404683089081,640,mars,,,0.909273,0.961738,,,,,,,
12.72752868,0.86431,0.976513,0.999999,0.999999,0.999999,,0.999689,0.999998,,0.999999,0.999999,127275.2868,0.9155486819874263,649,mars,,,0.919958,0.962111,,,,,,,
13.78481914,0.484651,0.542753,0.999999,0.999999,0.999999,,0.999997,0.99999,,0.999999,0.999999,137848.1914,0.5133824487439554,665,mars,,,0.921204,0.969328,,,,,,,
13.99262701,0.307473,0.343885,0.999999,0.999999,0.999999,,0.999845,0.999986,,0.999999,0.999999,139926.2701,0.3257008479558491,668,mars,,,0.920624,0.971204,,,,,,,
16.08973854,0.359727,0.398632,0.999999,0.999999,0.999999,,0.999878,0.999999,,0.999999,0.999999,160897.3854,0.38105260927825774,696,mars,,,0.914793,0.986456,,,,,,,
16.33229336,0.408557,0.452751,0.999999,0.999999,0.999999,,0.999204,0.999999,,0.999999,0.999999,163322.93360000002,0.43277738643164715,699,mars,,,0.91412,0.987165,,,,,,,
16.66139725,0.465716,0.5162,0.999999,0.999999,0.999999,,0.998142,0.999999,,0.999999,0.999999,166613.9725,0.4933249296901069,703,mars,,,0.913209,0.987945,,,,,,,
16.9125699,0.688408,0.763129,0.999999,0.999999,0.999999,,0.995275,0.999999,,0.999999,0.999999,169125.69900000002,0.729218726000625,706,mars,,,0.912514,0.988604,,,,,,,
0.536160566,5.7004e-12,,,,,,,,,0.0925356,0.999601,5361.605659999999,0.11999856853858315,14,saturn,,0.913275,,,0.999999,0.999999,0.999999,0.999999,6.74787e-11,,
0.6043386235,1.57765e-11,,,,,,,,,0.228878,0.999943,6043.386235,0.33210957416127934,38,saturn,,0.964985,,,0.999849,0.999999,0.999999,0.999999,7.14455e-11,,
0.6480450769,2.1911e-11,,,,,,,,,0.327839,0.998342,6480.450769,0.46124633977420804,52,saturn,,0.903321,,,0.999999,0.999999,0.999999,0.999999,7.41103e-11,,
0.6777972017,2.88125e-11,,,,,,,,,0.39379,0.999984,6777.972017,0.6065291481331007,61,saturn,,0.976518,,,0.999999,0.999999,0.999999,0.999999,7.49275e-11,,
0.6914551546,2.92939e-11,,,,,,,,,0.422968,0.999988,6914.551546,0.6166630529282858,65,saturn,,0.931247,,,0.999999,0.999999,0.999999,0.999999,7.4372e-11,,
0.71245984,2.45817e-11,,,,,,,,,0.466085,0.999965,7124.5984,0.5174669869210738,71,saturn,,0.717335,,,0.999999,0.999999,0.999999,0.999999,7.35256e-11,,
0.752639606,3.75163e-11,,,,,,,,,0.54174,0.999631,7526.39606,0.7897519993095303,82,saturn,,0.963113,,,0.999951,0.999999,0.999999,0.999999,7.19335e-11,,
0.7871937262,3.28045e-12,,,,,,,,,0.599161,0.996731,7871.937262,0.06905643536635939,91,saturn,,0.0778145,,,0.999988,0.999999,0.999999,0.999999,7.05918e-11,,
0.8315881719,4.27491e-11,,,,,,,,,0.662791,0.993414,8315.881719,0.8999071655169365,102,saturn,,0.94226,,,0.999996,0.999999,0.999999,0.999999,6.89047e-11,,
0.8483450899,1.47415e-11,,,,,,,,,0.684033,0.978444,8483.450899,0.310321889360663,106,saturn,,0.324015,,,0.995587,0.999999,0.999999,0.999999,6.82785e-11,,
0.9373327377,4.75039e-11,,,,,,,,,0.775066,0.999879,9373.327377,1.0,126,saturn,,0.94236,,,0.999997,0.999999,0.999999,0.999999,6.50469e-11,,
1.051267422,1.90835e-11,,,,,,,,,0.851257,0.388275,10512.67422,0.4017249110073068,149,saturn,,0.944474,,,0.999999,0.999999,0.999999,0.999999,6.11316e-11,,
1.283381209,6.99896e-12,,,,,,,,,0.930061,0.169764,12833.812090000001,0.1473344293836927,189,saturn,,0.822881,,,0.999999,0.999999,0.999999,0.999999,5.38691e-11,,
1.535797299,8.54888e-12,,,,,,,,,0.965262,0.494838,15357.97299,0.17996164525438965,225,saturn,,0.341378,,,0.999999,0.999999,0.999999,0.999635,5.2429e-11,,
1.582450996,6.8189e-12,,,,,,,,,0.969119,0.275687,15824.50996,0.14354400375548113,231,saturn,,0.708849,,,0.999999,0.999999,0.999999,0.999999,3.60052e-11,,
0.536160566,1.0016200000000002e-24,,,,,,0.997664,,,0.362804,0.999852,5361.605659999999,0.40321567743389913,14,jupiter,,0.9835,,,0.999999,0.999999,0.999999,0.999999,2.8140800000000003e-24,0.999999,0.999999
0.5663977875,1.3056000000000002e-24,,,,,,0.993101,,,0.443032,0.999969,5663.9778750000005,0.5255869376187563,25,jupiter,,0.994447,,,0.999999,0.999999,0.999999,0.999999,2.9840900000000003e-24,0.999999,0.999999
0.5836035417,1.4722400000000002e-24,,,,,,0.984984,,,0.485649,0.999928,5836.035416999999,0.592670123345464,31,jupiter,,0.99758,,,0.999999,0.999999,0.999999,0.999999,3.0853800000000004e-24,0.999999,0.999999
0.6103971182,1.71939e-24,,,,,,0.999381,,,0.546861,0.999944,6103.971182,0.6921636984316124,40,jupiter,,0.968067,,,0.999998,0.999999,0.999999,0.999999,3.25001e-24,0.999999,0.999999
